seed,task,split,episode,difficulty,hazard,contact,ambiguity,delay,fragility,low_signal,latent_risk
0,fragile_reaching,authority_churn_shift,1,0.783237,0.640464,0.362742,0.607286,0.367440,0.785437,0.293605,0.300899
0,fragile_reaching,authority_churn_shift,2,0.810892,0.595393,0.404676,0.680493,0.309726,0.632642,0.332453,0.279703
0,fragile_reaching,authority_churn_shift,3,0.814461,0.604232,0.465047,0.657888,0.391118,0.715469,0.336342,0.299136
0,fragile_reaching,authority_churn_shift,4,0.756685,0.654543,0.403591,0.603124,0.372174,0.630087,0.345110,0.290337
0,fragile_reaching,authority_churn_shift,5,0.823452,0.669423,0.366095,0.638593,0.386463,0.739303,0.388036,0.300942
0,fragile_reaching,authority_churn_shift,6,0.811246,0.588492,0.415526,0.707871,0.350369,0.710689,0.356791,0.290092
0,fragile_reaching,authority_churn_shift,7,0.802308,0.652663,0.470389,0.647598,0.311337,0.704904,0.318540,0.306113
0,fragile_reaching,authority_churn_shift,8,0.817670,0.635288,0.376095,0.756643,0.368415,0.711240,0.403534,0.296308
0,fragile_reaching,authority_churn_shift,9,0.824501,0.637487,0.375149,0.705711,0.393035,0.733592,0.334351,0.294581
0,fragile_reaching,authority_churn_shift,10,0.796478,0.668563,0.419936,0.685621,0.356599,0.750461,0.337563,0.311344
0,fragile_reaching,authority_churn_shift,11,0.810260,0.614096,0.425059,0.664715,0.326332,0.748184,0.357993,0.302618
0,fragile_reaching,authority_churn_shift,12,0.823855,0.630765,0.471274,0.714556,0.366427,0.766909,0.376569,0.313085
0,fragile_reaching,authority_churn_shift,13,0.804669,0.638962,0.370652,0.693033,0.377700,0.748299,0.352097,0.295201
0,fragile_reaching,authority_churn_shift,14,0.783237,0.640913,0.379570,0.771453,0.374019,0.744719,0.403091,0.309978
0,fragile_reaching,authority_churn_shift,15,0.803517,0.593790,0.426466,0.666655,0.360548,0.741520,0.340079,0.296976
0,fragile_reaching,authority_churn_shift,16,0.805734,0.655459,0.412907,0.678690,0.403598,0.726540,0.396553,0.306450
0,fragile_reaching,authority_churn_shift,17,0.732487,0.600611,0.403438,0.687455,0.379317,0.750162,0.408267,0.304113
0,fragile_reaching,authority_churn_shift,18,0.783652,0.588693,0.387969,0.660480,0.426477,0.683570,0.330118,0.282163
0,fragile_reaching,authority_churn_shift,19,0.782389,0.580716,0.428045,0.720283,0.436136,0.615399,0.376296,0.281988
0,fragile_reaching,authority_churn_shift,20,0.835688,0.612323,0.459638,0.684753,0.383795,0.766255,0.354774,0.309756
0,fragile_reaching,authority_churn_shift,21,0.805683,0.634297,0.403155,0.633440,0.391081,0.700381,0.337641,0.296653
0,fragile_reaching,authority_churn_shift,22,0.781916,0.661917,0.395866,0.621269,0.400281,0.673055,0.300588,0.290428
0,fragile_reaching,authority_churn_shift,23,0.803957,0.569937,0.412410,0.721399,0.352027,0.706279,0.411098,0.293311
0,fragile_reaching,authority_churn_shift,24,0.812315,0.701461,0.459428,0.654343,0.369223,0.719682,0.303504,0.319522
0,fragile_reaching,authority_churn_shift,25,0.745041,0.629523,0.388621,0.703585,0.354988,0.739734,0.360095,0.300624
0,fragile_reaching,authority_churn_shift,26,0.846048,0.604564,0.430905,0.702214,0.383370,0.717416,0.303673,0.296891
0,fragile_reaching,authority_churn_shift,27,0.787964,0.613848,0.374359,0.664636,0.459936,0.749394,0.303701,0.290140
0,fragile_reaching,authority_churn_shift,28,0.788735,0.718931,0.414452,0.648817,0.380240,0.740581,0.367882,0.323894
0,fragile_reaching,authority_churn_shift,29,0.799631,0.651400,0.421712,0.660026,0.355048,0.682918,0.353977,0.302476
0,fragile_reaching,authority_churn_shift,30,0.817939,0.563648,0.406009,0.711382,0.360049,0.752309,0.365189,0.288460
0,fragile_reaching,authority_churn_shift,31,0.776544,0.573579,0.392279,0.686765,0.427964,0.688945,0.368771,0.283276
0,fragile_reaching,low_signal_high_risk_shift,0,0.927686,0.784125,0.497077,0.746843,0.348510,0.831382,0.574913,0.375167
0,fragile_reaching,low_signal_high_risk_shift,1,0.866988,0.764353,0.466636,0.652393,0.371483,0.842633,0.615709,0.367674
0,fragile_reaching,low_signal_high_risk_shift,2,0.905533,0.773747,0.571417,0.670308,0.397988,0.835957,0.612959,0.382050
0,fragile_reaching,low_signal_high_risk_shift,3,0.887924,0.733262,0.547740,0.688757,0.399259,0.899671,0.565818,0.376095
0,fragile_reaching,low_signal_high_risk_shift,4,0.853022,0.765669,0.525048,0.697625,0.422759,0.861459,0.568019,0.374893
0,fragile_reaching,low_signal_high_risk_shift,5,0.828839,0.755797,0.483428,0.720700,0.334685,0.856341,0.617978,0.372701
0,fragile_reaching,low_signal_high_risk_shift,6,0.834731,0.766710,0.516761,0.607899,0.407345,0.851140,0.562407,0.373261
0,fragile_reaching,low_signal_high_risk_shift,7,0.874258,0.784511,0.507427,0.603765,0.369142,0.899727,0.592571,0.380997
0,fragile_reaching,low_signal_high_risk_shift,8,0.899339,0.807680,0.538004,0.709586,0.418898,0.866617,0.582196,0.389430
0,fragile_reaching,low_signal_high_risk_shift,9,0.859150,0.775034,0.530641,0.618890,0.425966,0.848756,0.567821,0.371028
0,fragile_reaching,low_signal_high_risk_shift,10,0.900051,0.808160,0.527808,0.701988,0.371107,0.859228,0.581057,0.380358
0,fragile_reaching,low_signal_high_risk_shift,11,0.873948,0.841457,0.518266,0.692385,0.400089,0.825310,0.548498,0.380113
0,fragile_reaching,low_signal_high_risk_shift,12,0.848205,0.752456,0.548064,0.580110,0.393998,0.746021,0.549186,0.357901
0,fragile_reaching,low_signal_high_risk_shift,13,0.805986,0.821791,0.525398,0.663454,0.328217,0.764238,0.596856,0.371809
0,fragile_reaching,low_signal_high_risk_shift,14,0.871994,0.841388,0.537588,0.634296,0.348353,0.852334,0.571697,0.389521
0,fragile_reaching,low_signal_high_risk_shift,15,0.870913,0.806484,0.480701,0.655720,0.379488,0.817543,0.560077,0.369365
0,fragile_reaching,low_signal_high_risk_shift,16,0.922736,0.833553,0.571998,0.655782,0.330834,0.830144,0.646344,0.389079
0,fragile_reaching,low_signal_high_risk_shift,17,0.883765,0.808051,0.531188,0.674775,0.417827,0.822659,0.572566,0.379968
0,fragile_reaching,low_signal_high_risk_shift,18,0.879712,0.836842,0.495801,0.635672,0.459444,0.925111,0.566402,0.394054
0,fragile_reaching,low_signal_high_risk_shift,19,0.925655,0.782116,0.542544,0.690594,0.361224,0.813430,0.540950,0.374270
0,fragile_reaching,low_signal_high_risk_shift,20,0.869579,0.770919,0.531338,0.675434,0.371020,0.874745,0.542600,0.375921
0,fragile_reaching,low_signal_high_risk_shift,21,0.882962,0.824505,0.534448,0.653887,0.374755,0.797515,0.579856,0.379880
0,fragile_reaching,low_signal_high_risk_shift,22,0.847416,0.853958,0.464142,0.683741,0.357153,0.855015,0.612454,0.385414
0,fragile_reaching,low_signal_high_risk_shift,23,0.839078,0.800989,0.447643,0.618999,0.356952,0.864284,0.564279,0.372669
0,fragile_reaching,low_signal_high_risk_shift,24,0.851878,0.784321,0.557697,0.687202,0.401879,0.839124,0.625155,0.383140
0,fragile_reaching,low_signal_high_risk_shift,25,0.888593,0.777118,0.491521,0.712998,0.417814,0.881008,0.567145,0.374958
0,fragile_reaching,low_signal_high_risk_shift,26,0.876047,0.766891,0.499270,0.688749,0.366343,0.906026,0.604916,0.382862
0,fragile_reaching,low_signal_high_risk_shift,27,0.868657,0.826909,0.446373,0.662138,0.353604,0.877329,0.567742,0.377805
0,fragile_reaching,low_signal_high_risk_shift,28,0.891507,0.806036,0.515630,0.671450,0.405166,0.802916,0.604634,0.373963
0,fragile_reaching,low_signal_high_risk_shift,29,0.878651,0.783737,0.550463,0.655095,0.338101,0.879146,0.572367,0.379126
0,fragile_reaching,low_signal_high_risk_shift,30,0.836794,0.778734,0.529688,0.690512,0.327019,0.840371,0.619562,0.373858
