split,method,seed,n,task_success,safety_violation,authority_regret,human_burden,late_handoff,handoff_churn,recovery_success,intervention_cost,boundary_calibration_error,override_precision,unsafe_autonomy,robust_utility
authority_churn_shift,bayesian_authority_allocation,2,192,0.380208,0.270833,0.330569,0.701497,0.329658,0.459263,0.545925,0.361476,0.252805,0.494190,0.068124,-0.139040
authority_churn_shift,bayesian_authority_allocation,3,192,0.276042,0.223958,0.329256,0.701517,0.328194,0.460606,0.547076,0.362100,0.254390,0.492189,0.068576,-0.213718
authority_churn_shift,bayesian_authority_allocation,4,192,0.401042,0.234375,0.329450,0.698309,0.330130,0.459216,0.544049,0.361676,0.253867,0.494788,0.068962,-0.094798
authority_churn_shift,bayesian_authority_allocation,5,192,0.343750,0.250000,0.329575,0.696169,0.327666,0.456036,0.545510,0.359536,0.252885,0.494537,0.069513,-0.160188
authority_churn_shift,bayesian_authority_allocation,6,192,0.343750,0.208333,0.329900,0.699466,0.327644,0.459767,0.546462,0.360634,0.253235,0.492975,0.068734,-0.135705
authority_churn_shift,bayesian_authority_allocation,7,192,0.343750,0.281250,0.329536,0.698734,0.329385,0.461514,0.545142,0.361294,0.253222,0.492345,0.069128,-0.181307
authority_churn_shift,bayesian_authority_allocation,8,192,0.312500,0.302083,0.331944,0.701020,0.331836,0.462202,0.544437,0.361660,0.253196,0.494480,0.068723,-0.227191
authority_churn_shift,bayesian_authority_allocation,9,192,0.322917,0.291667,0.330113,0.697889,0.328816,0.461225,0.544782,0.361845,0.253809,0.493267,0.068742,-0.208498
authority_churn_shift,cbf_safety_filter,0,192,0.479167,0.104167,0.262330,0.293076,0.281371,0.389558,0.660800,0.214950,0.243751,0.564717,0.105420,0.218265
authority_churn_shift,cbf_safety_filter,1,192,0.484375,0.171875,0.262531,0.295031,0.280790,0.387629,0.660884,0.214640,0.242237,0.563805,0.105088,0.181337
authority_churn_shift,cbf_safety_filter,2,192,0.489583,0.156250,0.260781,0.295954,0.283458,0.389298,0.660251,0.214677,0.244522,0.564934,0.105084,0.195767
authority_churn_shift,cbf_safety_filter,3,192,0.416667,0.145833,0.262593,0.293579,0.281995,0.388824,0.660795,0.214793,0.242705,0.564593,0.106845,0.129749
authority_churn_shift,cbf_safety_filter,4,192,0.479167,0.197917,0.261820,0.297247,0.283224,0.390343,0.659834,0.216329,0.243847,0.564414,0.105491,0.158661
authority_churn_shift,cbf_safety_filter,5,192,0.406250,0.130208,0.263112,0.293340,0.281768,0.387774,0.660655,0.215073,0.242252,0.564807,0.105779,0.129070
authority_churn_shift,cbf_safety_filter,6,192,0.484375,0.098958,0.260117,0.294239,0.280298,0.390822,0.662792,0.215145,0.244783,0.565241,0.106316,0.227137
authority_churn_shift,cbf_safety_filter,7,192,0.406250,0.161458,0.262403,0.298557,0.281651,0.388552,0.660795,0.215123,0.244224,0.564208,0.105338,0.108552
authority_churn_shift,cbf_safety_filter,8,192,0.437500,0.151042,0.263872,0.296576,0.283986,0.389761,0.661136,0.215346,0.244750,0.564037,0.105552,0.145855
authority_churn_shift,cbf_safety_filter,9,192,0.458333,0.109375,0.262456,0.292716,0.280139,0.388340,0.661636,0.214705,0.242877,0.562265,0.106493,0.194692
authority_churn_shift,confidence_threshold_shared_control,0,192,0.182292,0.260417,0.436673,0.849083,0.381880,0.519961,0.354136,0.367884,0.313465,0.373746,0.055655,-0.424069
authority_churn_shift,confidence_threshold_shared_control,1,192,0.197917,0.255208,0.436167,0.851167,0.382577,0.519505,0.354636,0.368713,0.313764,0.373960,0.055678,-0.405688
authority_churn_shift,confidence_threshold_shared_control,2,192,0.171875,0.260417,0.436158,0.847285,0.381882,0.519924,0.352873,0.367229,0.313937,0.374710,0.055895,-0.433956
authority_churn_shift,confidence_threshold_shared_control,3,192,0.197917,0.229167,0.436479,0.849118,0.383014,0.518910,0.353147,0.367808,0.315189,0.372543,0.056213,-0.389155
authority_churn_shift,confidence_threshold_shared_control,4,192,0.135417,0.291667,0.436678,0.851270,0.381700,0.518919,0.352742,0.368919,0.313854,0.373574,0.056275,-0.490906
authority_churn_shift,confidence_threshold_shared_control,5,192,0.140625,0.312500,0.435577,0.848192,0.382213,0.517502,0.352405,0.367398,0.314139,0.373765,0.055926,-0.497387
authority_churn_shift,confidence_threshold_shared_control,6,192,0.140625,0.322917,0.435858,0.849789,0.381431,0.521512,0.352330,0.367796,0.314263,0.373744,0.056034,-0.504701
authority_churn_shift,confidence_threshold_shared_control,7,192,0.130208,0.260417,0.436659,0.850126,0.382629,0.521169,0.353305,0.368445,0.314186,0.373733,0.055914,-0.476786
authority_churn_shift,confidence_threshold_shared_control,8,192,0.161458,0.307292,0.437388,0.851981,0.384666,0.519290,0.348039,0.369083,0.314709,0.371824,0.055950,-0.475812
authority_churn_shift,confidence_threshold_shared_control,9,192,0.145833,0.265625,0.437633,0.851181,0.380284,0.519733,0.353699,0.368906,0.313277,0.373966,0.056039,-0.464354
authority_churn_shift,controller_fusion_prior,0,192,0.088542,0.333333,0.556537,0.439645,0.384763,0.491481,0.206262,0.225092,0.322831,0.272540,0.238176,-0.489322
authority_churn_shift,controller_fusion_prior,1,192,0.083333,0.369792,0.554522,0.437825,0.382332,0.489762,0.207366,0.225626,0.323168,0.275325,0.239481,-0.515564
authority_churn_shift,controller_fusion_prior,2,192,0.062500,0.348958,0.555621,0.439060,0.383509,0.488784,0.210043,0.224539,0.323794,0.274918,0.239041,-0.523800
authority_churn_shift,controller_fusion_prior,3,192,0.098958,0.328125,0.555308,0.437684,0.381763,0.488991,0.209570,0.223778,0.323636,0.273650,0.239039,-0.473724
authority_churn_shift,controller_fusion_prior,4,192,0.088542,0.359375,0.556689,0.437837,0.384864,0.487711,0.206698,0.225257,0.323730,0.274776,0.239298,-0.504617
authority_churn_shift,controller_fusion_prior,5,192,0.088542,0.260417,0.556241,0.436337,0.382295,0.488083,0.208324,0.223443,0.323037,0.274906,0.240264,-0.442114
authority_churn_shift,controller_fusion_prior,6,192,0.161458,0.307292,0.556052,0.439151,0.381868,0.490791,0.208314,0.224889,0.324609,0.274860,0.239293,-0.399289
authority_churn_shift,controller_fusion_prior,7,192,0.140625,0.338542,0.556406,0.439267,0.385154,0.491094,0.207703,0.225518,0.323770,0.273209,0.239564,-0.440288
authority_churn_shift,controller_fusion_prior,8,192,0.104167,0.385417,0.558583,0.440052,0.385658,0.489716,0.206155,0.225433,0.323976,0.272436,0.239512,-0.506572
authority_churn_shift,controller_fusion_prior,9,192,0.083333,0.343750,0.555277,0.439456,0.384636,0.488510,0.207214,0.225089,0.323586,0.272465,0.238572,-0.500175
authority_churn_shift,fixed_human_teleoperation,0,192,0.140625,0.307292,0.398904,1.000000,0.400142,0.359383,0.404704,0.457685,0.292587,0.454849,0.049701,-0.510163
authority_churn_shift,fixed_human_teleoperation,1,192,0.182292,0.250000,0.399091,1.000000,0.399737,0.360600,0.405123,0.457537,0.293309,0.455881,0.049659,-0.433055
authority_churn_shift,fixed_human_teleoperation,2,192,0.156250,0.234375,0.399651,1.000000,0.400809,0.361338,0.405746,0.459147,0.293550,0.454980,0.049519,-0.449920
authority_churn_shift,fixed_human_teleoperation,3,192,0.166667,0.213542,0.398657,1.000000,0.399995,0.358649,0.405888,0.457681,0.292365,0.452565,0.049793,-0.425727
authority_churn_shift,fixed_human_teleoperation,4,192,0.192708,0.276042,0.400664,1.000000,0.400542,0.357822,0.401743,0.459119,0.293763,0.453143,0.049912,-0.439401
authority_churn_shift,fixed_human_teleoperation,5,192,0.145833,0.197917,0.399331,1.000000,0.398235,0.359103,0.404726,0.459202,0.292398,0.453368,0.049811,-0.437060
authority_churn_shift,fixed_human_teleoperation,6,192,0.145833,0.270833,0.399365,1.000000,0.397767,0.359665,0.405678,0.458743,0.293931,0.454374,0.049380,-0.482147
authority_churn_shift,fixed_human_teleoperation,7,192,0.156250,0.265625,0.398846,1.000000,0.399817,0.360646,0.403134,0.458397,0.294794,0.453797,0.049829,-0.468986
authority_churn_shift,fixed_human_teleoperation,8,192,0.182292,0.239583,0.401103,1.000000,0.402424,0.360521,0.404621,0.457693,0.294204,0.451132,0.049888,-0.427576
authority_churn_shift,fixed_human_teleoperation,9,192,0.151042,0.223958,0.400725,1.000000,0.397608,0.360451,0.404494,0.457907,0.293029,0.453894,0.049811,-0.448296
authority_churn_shift,fixed_policy_authority,0,192,0.020833,0.437500,0.630809,0.269776,0.539623,0.371304,0.006069,0.138512,0.382909,0.054500,0.382030,-0.617127
authority_churn_shift,fixed_policy_authority,1,192,0.026042,0.354167,0.631357,0.268600,0.538103,0.370144,0.008079,0.138579,0.383553,0.054432,0.383302,-0.559570
authority_churn_shift,fixed_policy_authority,2,192,0.015625,0.416667,0.629129,0.269702,0.538755,0.369559,0.006789,0.140171,0.382615,0.055102,0.382103,-0.608741
authority_churn_shift,fixed_policy_authority,3,192,0.026042,0.427083,0.629868,0.270733,0.536341,0.370077,0.007678,0.139345,0.384448,0.052264,0.381746,-0.604737
authority_churn_shift,fixed_policy_authority,4,192,0.005208,0.411458,0.632189,0.270344,0.539650,0.368524,0.006875,0.140882,0.383451,0.053832,0.383128,-0.616931
authority_churn_shift,fixed_policy_authority,5,192,0.010417,0.385417,0.630604,0.269124,0.535906,0.366506,0.006779,0.139511,0.383162,0.054312,0.383548,-0.593917
authority_churn_shift,fixed_policy_authority,6,192,0.036458,0.338542,0.628909,0.268015,0.537211,0.368664,0.008289,0.139543,0.384778,0.052462,0.382795,-0.538473
authority_churn_shift,fixed_policy_authority,7,192,0.020833,0.390625,0.630289,0.270389,0.539686,0.370258,0.006865,0.137990,0.383716,0.053858,0.382263,-0.587850
authority_churn_shift,fixed_policy_authority,8,192,0.015625,0.401042,0.630646,0.271251,0.540040,0.368789,0.006897,0.140110,0.384609,0.055310,0.383384,-0.599903
authority_churn_shift,fixed_policy_authority,9,192,0.026042,0.380208,0.630370,0.269001,0.538116,0.368858,0.006097,0.139239,0.384046,0.051460,0.382719,-0.575638
authority_churn_shift,mpc_risk_arbitration,0,192,0.484375,0.166667,0.241229,0.341548,0.267159,0.401109,0.730838,0.282614,0.222695,0.594924,0.118465,0.178090
authority_churn_shift,mpc_risk_arbitration,1,192,0.510417,0.208333,0.240577,0.339507,0.265762,0.400436,0.730044,0.283554,0.222641,0.595207,0.118185,0.179098
authority_churn_shift,mpc_risk_arbitration,2,192,0.437500,0.156250,0.241098,0.339765,0.266961,0.399816,0.730640,0.282879,0.224468,0.594653,0.118554,0.138279
authority_churn_shift,mpc_risk_arbitration,3,192,0.468750,0.145833,0.240956,0.341606,0.265278,0.399438,0.729602,0.282082,0.223421,0.592544,0.117868,0.175892
authority_churn_shift,mpc_risk_arbitration,4,192,0.473958,0.182292,0.241643,0.341875,0.267974,0.399274,0.729957,0.282255,0.224124,0.593121,0.119447,0.157859
authority_churn_shift,mpc_risk_arbitration,5,192,0.479167,0.161458,0.241630,0.340991,0.265160,0.396974,0.731061,0.283112,0.222256,0.595498,0.118668,0.176928
authority_churn_shift,mpc_risk_arbitration,6,192,0.489583,0.218750,0.238830,0.337984,0.264148,0.400044,0.731252,0.282121,0.223786,0.593619,0.118246,0.153154
authority_churn_shift,mpc_risk_arbitration,7,192,0.484375,0.182292,0.240758,0.336450,0.267014,0.400122,0.728525,0.282375,0.224117,0.593739,0.119191,0.169725
authority_churn_shift,mpc_risk_arbitration,8,192,0.463542,0.255208,0.242350,0.341783,0.269840,0.400860,0.728456,0.282716,0.225187,0.594671,0.118659,0.101424
authority_churn_shift,mpc_risk_arbitration,9,192,0.416667,0.156250,0.240600,0.338248,0.267165,0.400153,0.729711,0.282502,0.224028,0.593468,0.119296,0.117824
authority_churn_shift,oracle_authority_assignment,0,192,0.604167,0.104167,0.186559,0.384383,0.249361,0.380667,0.852944,0.306778,0.172612,0.714458,0.073534,0.352672
authority_churn_shift,oracle_authority_assignment,1,192,0.541667,0.125000,0.185357,0.384115,0.248258,0.379116,0.852738,0.306858,0.173689,0.715001,0.073703,0.277958
authority_churn_shift,oracle_authority_assignment,2,192,0.583333,0.078125,0.185679,0.382704,0.247535,0.379979,0.854302,0.306492,0.173363,0.715323,0.074133,0.349119
authority_churn_shift,oracle_authority_assignment,3,192,0.536458,0.166667,0.187253,0.384747,0.246806,0.379105,0.852702,0.306772,0.173863,0.714596,0.074103,0.246530
authority_churn_shift,oracle_authority_assignment,4,192,0.578125,0.125000,0.187969,0.385204,0.248397,0.378413,0.853158,0.308961,0.172468,0.712881,0.074066,0.313388
authority_churn_shift,oracle_authority_assignment,5,192,0.526042,0.151042,0.187891,0.383543,0.245984,0.377241,0.852316,0.307902,0.172682,0.714164,0.074172,0.246141
authority_churn_shift,oracle_authority_assignment,6,192,0.536458,0.104167,0.187168,0.383291,0.247009,0.379925,0.851442,0.307484,0.174250,0.714031,0.074372,0.285348
authority_churn_shift,oracle_authority_assignment,7,192,0.656250,0.098958,0.187659,0.384277,0.250032,0.380023,0.852172,0.307964,0.172950,0.714030,0.074700,0.407524
authority_churn_shift,oracle_authority_assignment,8,192,0.515625,0.109375,0.188109,0.384880,0.251089,0.380256,0.850462,0.308011,0.174415,0.712232,0.074211,0.259845
authority_churn_shift,oracle_authority_assignment,9,192,0.562500,0.135417,0.186746,0.385018,0.245041,0.380126,0.853086,0.308061,0.173514,0.713737,0.073897,0.292070
authority_churn_shift,pomdp_handoff_policy,0,192,0.401042,0.234375,0.278133,0.523563,0.292844,0.440747,0.657847,0.342321,0.233046,0.555970,0.094953,-0.020808
authority_churn_shift,pomdp_handoff_policy,1,192,0.390625,0.192708,0.278144,0.523090,0.291128,0.439453,0.659214,0.343029,0.231915,0.554576,0.094865,-0.004812
authority_churn_shift,pomdp_handoff_policy,2,192,0.390625,0.213542,0.278009,0.521965,0.291380,0.438972,0.657880,0.343677,0.232842,0.555598,0.095782,-0.017579
authority_churn_shift,pomdp_handoff_policy,3,192,0.427083,0.218750,0.277966,0.522872,0.290234,0.438327,0.660047,0.343138,0.233354,0.552882,0.094625,0.015931
authority_churn_shift,pomdp_handoff_policy,4,192,0.421875,0.218750,0.279076,0.524110,0.293808,0.438692,0.656904,0.344107,0.233903,0.553724,0.094898,0.009184
authority_churn_shift,pomdp_handoff_policy,5,192,0.458333,0.265625,0.277570,0.522889,0.289777,0.436439,0.659535,0.343339,0.233253,0.556452,0.095138,0.018452
authority_churn_shift,pomdp_handoff_policy,6,192,0.416667,0.229167,0.276573,0.523044,0.287964,0.439405,0.656978,0.342281,0.234483,0.553653,0.095029,-0.000563
authority_churn_shift,pomdp_handoff_policy,7,192,0.468750,0.197917,0.278354,0.523863,0.289992,0.438754,0.658943,0.342605,0.234506,0.552931,0.094743,0.070132
authority_churn_shift,pomdp_handoff_policy,8,192,0.354167,0.244792,0.279026,0.523273,0.294044,0.442104,0.657311,0.344818,0.234867,0.552806,0.096141,-0.074943
authority_churn_shift,pomdp_handoff_policy,9,192,0.453125,0.218750,0.279568,0.524539,0.289921,0.439952,0.659144,0.342936,0.232860,0.555010,0.094821,0.040975
authority_churn_shift,recovery_aware_mpc,0,192,0.432292,0.161458,0.253691,0.387607,0.261061,0.411892,0.779916,0.330427,0.233586,0.585217,0.115918,0.113893
authority_churn_shift,recovery_aware_mpc,1,192,0.453125,0.166667,0.253583,0.385427,0.260319,0.410735,0.778548,0.331654,0.233608,0.583505,0.116772,0.132073
authority_churn_shift,recovery_aware_mpc,2,192,0.463542,0.187500,0.254499,0.387233,0.261652,0.409013,0.776566,0.330771,0.232051,0.583253,0.117048,0.128833
authority_churn_shift,recovery_aware_mpc,3,192,0.468750,0.203125,0.254332,0.385868,0.261354,0.407792,0.778674,0.329906,0.233986,0.583353,0.116603,0.125173
authority_churn_shift,recovery_aware_mpc,4,192,0.463542,0.203125,0.254595,0.387805,0.263339,0.407632,0.778745,0.330687,0.234143,0.584587,0.116466,0.119063
authority_churn_shift,recovery_aware_mpc,5,192,0.494792,0.161458,0.254703,0.386834,0.261842,0.407598,0.779130,0.329727,0.234015,0.584279,0.116233,0.176723
authority_churn_shift,recovery_aware_mpc,6,192,0.520833,0.197917,0.254755,0.385877,0.262404,0.409896,0.777713,0.329898,0.234170,0.583898,0.116816,0.179881
authority_churn_shift,recovery_aware_mpc,7,192,0.484375,0.218750,0.254992,0.388140,0.262319,0.411142,0.778051,0.331088,0.234373,0.583621,0.116097,0.129676
authority_churn_shift,recovery_aware_mpc,8,192,0.500000,0.192708,0.256780,0.387453,0.265442,0.410065,0.776854,0.331042,0.233602,0.581538,0.116600,0.160703
authority_churn_shift,recovery_aware_mpc,9,192,0.494792,0.239583,0.255883,0.386265,0.260936,0.409989,0.779626,0.330898,0.233810,0.584733,0.116170,0.127908
authority_churn_shift,uncertainty_triggered_handoff,0,192,0.260417,0.208333,0.352362,0.773793,0.322829,0.549978,0.501790,0.369824,0.283000,0.474573,0.050429,-0.257040
authority_churn_shift,uncertainty_triggered_handoff,1,192,0.276042,0.239583,0.350850,0.772811,0.322142,0.550121,0.501086,0.370489,0.282486,0.474802,0.050710,-0.260206
authority_churn_shift,uncertainty_triggered_handoff,2,192,0.281250,0.182292,0.350611,0.771788,0.321811,0.549584,0.502074,0.368678,0.282976,0.473724,0.050499,-0.218794
authority_churn_shift,uncertainty_triggered_handoff,3,192,0.302083,0.229167,0.350133,0.774730,0.322277,0.549202,0.499138,0.369461,0.283220,0.473054,0.050139,-0.227952
authority_churn_shift,uncertainty_triggered_handoff,4,192,0.380208,0.192708,0.351207,0.772647,0.325902,0.549790,0.501213,0.369314,0.283963,0.473539,0.050613,-0.127461
authority_churn_shift,uncertainty_triggered_handoff,5,192,0.260417,0.255208,0.351752,0.769568,0.320634,0.547409,0.501098,0.368825,0.282235,0.474957,0.051537,-0.284232
authority_churn_shift,uncertainty_triggered_handoff,6,192,0.281250,0.197917,0.352333,0.772977,0.320851,0.549957,0.499245,0.368783,0.284107,0.473111,0.050703,-0.229326
authority_churn_shift,uncertainty_triggered_handoff,7,192,0.338542,0.171875,0.351824,0.772406,0.322182,0.549392,0.500943,0.368869,0.284764,0.473898,0.051050,-0.155642
authority_churn_shift,uncertainty_triggered_handoff,8,192,0.260417,0.229167,0.353191,0.775767,0.325773,0.548083,0.499927,0.369690,0.284896,0.472922,0.049911,-0.271017
authority_churn_shift,uncertainty_triggered_handoff,9,192,0.307292,0.239583,0.352027,0.772030,0.320938,0.549742,0.500983,0.368599,0.282878,0.474048,0.050368,-0.228644
combined_authority_stress,authority_boundary_v4,0,192,0.239583,0.218750,0.368020,0.860527,0.355042,0.476867,0.536472,0.394769,0.292826,0.474807,0.052092,-0.305163
combined_authority_stress,authority_boundary_v4,1,192,0.286458,0.223958,0.369077,0.864109,0.355834,0.479760,0.536187,0.395658,0.291781,0.474042,0.052141,-0.263227
combined_authority_stress,authority_boundary_v4,2,192,0.239583,0.291667,0.368228,0.863830,0.357444,0.478763,0.535722,0.394811,0.293516,0.474155,0.051718,-0.351892
combined_authority_stress,authority_boundary_v4,3,192,0.244792,0.255208,0.369042,0.863087,0.357754,0.476910,0.537182,0.395584,0.292513,0.476267,0.051893,-0.323892
combined_authority_stress,authority_boundary_v4,4,192,0.244792,0.281250,0.370034,0.863654,0.358316,0.477925,0.538507,0.394716,0.293238,0.475764,0.052228,-0.340442
combined_authority_stress,authority_boundary_v4,5,192,0.239583,0.276042,0.368240,0.865565,0.356171,0.476214,0.537755,0.395725,0.293121,0.473487,0.051812,-0.342043
combined_authority_stress,authority_boundary_v4,6,192,0.307292,0.213542,0.370109,0.862549,0.356489,0.477401,0.538645,0.394544,0.292520,0.473753,0.052229,-0.235332
combined_authority_stress,authority_boundary_v4,7,192,0.322917,0.265625,0.370137,0.862337,0.356029,0.479283,0.535888,0.394354,0.291710,0.474417,0.052136,-0.252309
combined_authority_stress,authority_boundary_v4,8,192,0.270833,0.203125,0.370228,0.864764,0.356396,0.481013,0.536984,0.394995,0.293386,0.471546,0.052046,-0.266490
combined_authority_stress,authority_boundary_v4,9,192,0.223958,0.338542,0.369564,0.865106,0.356643,0.478364,0.536468,0.395928,0.292966,0.473432,0.051796,-0.397096
combined_authority_stress,authority_boundary_v5,0,192,0.296875,0.328125,0.333396,0.706526,0.338619,0.457207,0.603465,0.380556,0.281439,0.504691,0.068911,-0.258300
combined_authority_stress,authority_boundary_v5,1,192,0.354167,0.239583,0.333224,0.712088,0.341853,0.457396,0.605714,0.380856,0.284045,0.504778,0.068572,-0.147795
combined_authority_stress,authority_boundary_v5,2,192,0.369792,0.312500,0.333330,0.711924,0.342332,0.456929,0.604611,0.381257,0.281937,0.501815,0.068279,-0.177514
combined_authority_stress,authority_boundary_v5,3,192,0.333333,0.223958,0.333328,0.707600,0.341475,0.457787,0.603972,0.381310,0.281320,0.504785,0.069255,-0.158060
combined_authority_stress,authority_boundary_v5,4,192,0.322917,0.229167,0.332308,0.708940,0.341356,0.456903,0.604030,0.380884,0.281994,0.503577,0.069054,-0.171601
combined_authority_stress,authority_boundary_v5,5,192,0.291667,0.213542,0.334182,0.709342,0.340155,0.456711,0.605849,0.381109,0.281884,0.503654,0.068968,-0.193390
combined_authority_stress,authority_boundary_v5,6,192,0.338542,0.239583,0.333780,0.708224,0.342779,0.456573,0.604154,0.382595,0.282490,0.505006,0.069023,-0.162980
combined_authority_stress,authority_boundary_v5,7,192,0.338542,0.302083,0.333835,0.708497,0.341772,0.460937,0.605427,0.380125,0.283064,0.505659,0.069165,-0.201822
combined_authority_stress,authority_boundary_v5,8,192,0.286458,0.286458,0.333524,0.709039,0.342627,0.460444,0.602706,0.380433,0.283924,0.502599,0.068867,-0.244597
combined_authority_stress,authority_boundary_v5,9,192,0.328125,0.223958,0.334298,0.709955,0.341087,0.460378,0.604876,0.380735,0.283407,0.503738,0.069244,-0.164196
combined_authority_stress,bayesian_authority_allocation,0,192,0.239583,0.229167,0.354703,0.732367,0.373961,0.445385,0.525549,0.372838,0.282051,0.463908,0.069178,-0.275464
combined_authority_stress,bayesian_authority_allocation,1,192,0.244792,0.239583,0.354065,0.736540,0.376988,0.447211,0.524910,0.373659,0.282425,0.464744,0.068326,-0.278392
combined_authority_stress,bayesian_authority_allocation,2,192,0.213542,0.244792,0.354572,0.734503,0.377120,0.449674,0.522384,0.373060,0.283061,0.463220,0.069081,-0.312968
combined_authority_stress,bayesian_authority_allocation,3,192,0.250000,0.239583,0.353971,0.735078,0.376956,0.447628,0.523700,0.374357,0.282001,0.465462,0.068760,-0.273021
combined_authority_stress,bayesian_authority_allocation,4,192,0.312500,0.359375,0.353331,0.732379,0.377167,0.448808,0.524229,0.373601,0.281588,0.464099,0.069589,-0.284042
combined_authority_stress,bayesian_authority_allocation,5,192,0.286458,0.218750,0.354036,0.732715,0.377154,0.446238,0.524458,0.373194,0.281173,0.463620,0.069332,-0.222783
combined_authority_stress,bayesian_authority_allocation,6,192,0.244792,0.270833,0.354651,0.734924,0.379252,0.448105,0.524612,0.373478,0.283402,0.464955,0.068931,-0.298001
combined_authority_stress,bayesian_authority_allocation,7,192,0.260417,0.244792,0.355890,0.733570,0.378467,0.450086,0.523099,0.373128,0.281670,0.464175,0.069340,-0.266413
combined_authority_stress,bayesian_authority_allocation,8,192,0.265625,0.307292,0.353730,0.735186,0.378710,0.448893,0.523932,0.374601,0.283308,0.461759,0.068907,-0.299779
combined_authority_stress,bayesian_authority_allocation,9,192,0.281250,0.255208,0.352571,0.733353,0.375595,0.447006,0.524879,0.372660,0.282910,0.465495,0.069097,-0.250138
combined_authority_stress,cbf_safety_filter,0,192,0.406250,0.213542,0.284501,0.326994,0.326094,0.376294,0.642639,0.226194,0.272060,0.534164,0.115321,0.055712
combined_authority_stress,cbf_safety_filter,1,192,0.333333,0.151042,0.283873,0.329398,0.328518,0.380737,0.640630,0.226432,0.272792,0.534086,0.113502,0.020019
