seed,split,task,ablation,episode,task_success,safety_violation,authority_regret,human_burden,late_handoff,handoff_churn,recovery_success,intervention_cost,boundary_calibration_error,override_precision,unsafe_autonomy,robust_utility,risk_estimate
0,low_signal_high_risk_shift,fragile_reaching,minus_consequence_risk_model,19,1.000000,0.000000,0.351640,0.609564,0.301076,0.405372,0.582359,0.320105,0.325538,0.452017,0.115200,0.683556,0.392287
0,low_signal_high_risk_shift,fragile_reaching,minus_consequence_risk_model,20,1.000000,0.000000,0.379396,0.632286,0.287591,0.367441,0.543259,0.330451,0.324678,0.436295,0.108768,0.673710,0.387467
0,low_signal_high_risk_shift,fragile_reaching,minus_consequence_risk_model,21,0.000000,1.000000,0.365188,0.617738,0.272486,0.399126,0.558085,0.328345,0.322522,0.444426,0.115654,-0.939235,0.407289
0,low_signal_high_risk_shift,fragile_reaching,minus_consequence_risk_model,22,1.000000,0.000000,0.357335,0.673280,0.294940,0.404418,0.563987,0.323410,0.302581,0.428323,0.100410,0.666136,0.388241
0,low_signal_high_risk_shift,fragile_reaching,minus_consequence_risk_model,23,0.000000,0.000000,0.341391,0.610738,0.256806,0.384105,0.588441,0.319460,0.310774,0.424824,0.111756,-0.303977,0.379409
0,low_signal_high_risk_shift,fragile_reaching,minus_consequence_risk_model,24,0.000000,0.000000,0.374820,0.665599,0.321176,0.418104,0.555123,0.348463,0.329092,0.414813,0.103258,-0.345446,0.433384
0,low_signal_high_risk_shift,fragile_reaching,minus_consequence_risk_model,25,0.000000,1.000000,0.359641,0.632150,0.313625,0.412539,0.566218,0.335597,0.328697,0.434173,0.108200,-0.949573,0.382527
0,low_signal_high_risk_shift,fragile_reaching,minus_consequence_risk_model,26,1.000000,0.000000,0.350807,0.627571,0.287155,0.394546,0.562935,0.326716,0.330921,0.412133,0.113189,0.680754,0.406548
0,low_signal_high_risk_shift,fragile_reaching,minus_consequence_risk_model,27,1.000000,1.000000,0.342379,0.640266,0.267543,0.382420,0.547068,0.331654,0.327007,0.456799,0.101534,0.062644,0.394118
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,0,1.000000,0.000000,0.292858,0.461693,0.254717,0.379729,0.664713,0.285462,0.301977,0.499436,0.123432,0.754288,0.323207
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,1,0.000000,0.000000,0.271358,0.457795,0.256258,0.367118,0.667834,0.304075,0.292214,0.483235,0.123679,-0.239747,0.325980
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,2,1.000000,1.000000,0.262958,0.480556,0.283102,0.343701,0.679449,0.280010,0.294746,0.489713,0.125877,0.138741,0.333166
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,3,1.000000,1.000000,0.260340,0.516656,0.283180,0.332960,0.661053,0.289129,0.297803,0.520795,0.120804,0.129625,0.352237
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,4,1.000000,0.000000,0.274364,0.503105,0.275069,0.370494,0.640050,0.285249,0.311480,0.510861,0.128363,0.744873,0.345615
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,5,0.000000,0.000000,0.288850,0.476618,0.266082,0.369697,0.668604,0.282597,0.303364,0.510569,0.124886,-0.248309,0.351051
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,6,1.000000,0.000000,0.280862,0.442324,0.257125,0.341892,0.655968,0.287903,0.287598,0.524339,0.138842,0.765147,0.334806
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,7,1.000000,0.000000,0.277711,0.448503,0.249551,0.355154,0.663908,0.282396,0.309079,0.496626,0.148012,0.765258,0.347484
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,8,0.000000,0.000000,0.255152,0.508039,0.271850,0.391589,0.658764,0.293893,0.308621,0.508619,0.122002,-0.252892,0.360969
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,9,0.000000,0.000000,0.256538,0.480134,0.269003,0.321378,0.663367,0.290820,0.295409,0.528820,0.129082,-0.236985,0.347654
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,10,0.000000,0.000000,0.305765,0.502839,0.260188,0.370024,0.656715,0.298951,0.303473,0.503017,0.127485,-0.260513,0.358389
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,11,1.000000,0.000000,0.255388,0.464789,0.257714,0.327833,0.649234,0.273454,0.292152,0.544879,0.139751,0.768623,0.350659
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,12,1.000000,1.000000,0.270536,0.475915,0.265851,0.295347,0.656500,0.269164,0.292713,0.508093,0.124241,0.145772,0.335290
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,13,0.000000,0.000000,0.271109,0.489980,0.273013,0.353275,0.648001,0.298508,0.311926,0.532338,0.133320,-0.249458,0.358011
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,14,0.000000,1.000000,0.270025,0.469769,0.254076,0.336148,0.635662,0.290667,0.296385,0.523847,0.131868,-0.859454,0.341334
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,15,1.000000,0.000000,0.252637,0.460856,0.262976,0.344852,0.669973,0.278429,0.283702,0.516166,0.126377,0.768532,0.328860
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,16,1.000000,1.000000,0.286559,0.478521,0.252559,0.343342,0.657037,0.273771,0.302714,0.508568,0.133399,0.137091,0.366714
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,17,1.000000,1.000000,0.277883,0.500278,0.283022,0.338115,0.664936,0.301280,0.295397,0.490761,0.127794,0.127672,0.352202
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,18,0.000000,0.000000,0.251462,0.483673,0.293662,0.333084,0.652539,0.295540,0.289811,0.528311,0.123737,-0.243254,0.319222
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,19,1.000000,0.000000,0.264237,0.450009,0.258239,0.359401,0.643967,0.298198,0.297935,0.534517,0.127235,0.763190,0.339234
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,20,1.000000,1.000000,0.274865,0.478993,0.256345,0.357954,0.659011,0.277979,0.287179,0.527158,0.124652,0.137279,0.324253
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,21,0.000000,0.000000,0.261834,0.467695,0.241187,0.350160,0.655978,0.314943,0.301894,0.500488,0.127113,-0.237330,0.344729
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,22,1.000000,0.000000,0.273199,0.460971,0.250698,0.367002,0.643193,0.289059,0.315643,0.514241,0.142518,0.759465,0.362433
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,23,1.000000,0.000000,0.277111,0.470331,0.259538,0.350455,0.652509,0.302356,0.287047,0.511349,0.136714,0.756227,0.349666
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,24,0.000000,0.000000,0.289180,0.509300,0.261638,0.351349,0.659109,0.285780,0.306855,0.484935,0.125035,-0.254400,0.336004
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,25,0.000000,0.000000,0.254896,0.501849,0.282644,0.337946,0.641333,0.309234,0.309564,0.485446,0.119406,-0.249561,0.335491
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,26,1.000000,1.000000,0.273288,0.470382,0.278279,0.361509,0.653741,0.289430,0.320436,0.496749,0.125596,0.134237,0.333333
0,low_signal_high_risk_shift,fragile_reaching,minus_intent_ambiguity_gate,27,1.000000,0.000000,0.282591,0.503069,0.232186,0.326925,0.688212,0.288125,0.284044,0.542789,0.115802,0.758479,0.309782
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,0,0.000000,0.000000,0.291391,0.852885,0.273185,0.448430,0.614320,0.417964,0.302205,0.481941,0.050489,-0.367712,0.358857
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,1,0.000000,1.000000,0.286578,0.850979,0.265625,0.422566,0.621155,0.411733,0.295364,0.492679,0.047839,-0.980568,0.337871
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,2,1.000000,1.000000,0.300788,0.864882,0.288451,0.401721,0.609233,0.406772,0.296683,0.502272,0.048854,0.010934,0.338910
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,3,0.000000,1.000000,0.283728,0.862996,0.261472,0.418717,0.612017,0.423400,0.310827,0.476960,0.047873,-0.983511,0.333587
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,4,0.000000,0.000000,0.300462,0.840653,0.288236,0.413206,0.665096,0.413506,0.276256,0.473577,0.051388,-0.360718,0.345462
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,5,0.000000,1.000000,0.294771,0.839390,0.273821,0.424901,0.647868,0.391523,0.320729,0.462295,0.048720,-0.977268,0.344794
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,6,1.000000,0.000000,0.277299,0.842101,0.288885,0.403566,0.660578,0.418768,0.278058,0.499156,0.048439,0.644891,0.338770
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,7,0.000000,1.000000,0.277712,0.835095,0.251897,0.408293,0.651451,0.401848,0.287768,0.509481,0.050355,-0.967218,0.354267
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,8,1.000000,0.000000,0.283425,0.869408,0.276279,0.449877,0.653892,0.425496,0.306541,0.456643,0.051074,0.632058,0.353957
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,9,1.000000,1.000000,0.289656,0.846732,0.276632,0.373710,0.646114,0.416804,0.300184,0.497558,0.048058,0.025273,0.355962
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,10,0.000000,0.000000,0.308659,0.850224,0.275685,0.423891,0.614324,0.421128,0.293200,0.478787,0.051538,-0.369162,0.356375
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,11,0.000000,0.000000,0.277785,0.864004,0.288945,0.390700,0.638219,0.411879,0.291828,0.492856,0.049895,-0.360053,0.344463
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,12,1.000000,0.000000,0.262453,0.833365,0.253238,0.363947,0.643158,0.408076,0.287429,0.521302,0.046372,0.660833,0.321159
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,13,1.000000,0.000000,0.282721,0.855127,0.248978,0.425477,0.643024,0.416775,0.293719,0.521515,0.051883,0.642960,0.355602
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,14,0.000000,1.000000,0.270775,0.845561,0.248457,0.414567,0.629278,0.420766,0.311442,0.506323,0.050603,-0.971864,0.353981
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,15,1.000000,0.000000,0.313308,0.815980,0.282532,0.418871,0.631200,0.396143,0.299206,0.482782,0.047804,0.641250,0.326514
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,16,0.000000,1.000000,0.304698,0.849833,0.260428,0.409977,0.635870,0.406183,0.315940,0.472649,0.051668,-0.980749,0.366024
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,17,0.000000,0.000000,0.260705,0.867059,0.282449,0.390078,0.643299,0.425862,0.290141,0.459279,0.048625,-0.356394,0.321902
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,18,1.000000,0.000000,0.288900,0.852604,0.291406,0.422966,0.620968,0.422810,0.299476,0.508967,0.048245,0.633166,0.340448
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,19,0.000000,0.000000,0.300463,0.875864,0.270520,0.414323,0.636234,0.420736,0.296846,0.501621,0.049785,-0.369500,0.340155
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,20,0.000000,0.000000,0.273680,0.855805,0.261977,0.417555,0.614308,0.409044,0.299128,0.484978,0.044536,-0.357596,0.314269
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,21,1.000000,1.000000,0.300677,0.826194,0.262258,0.369696,0.626107,0.394354,0.286580,0.493560,0.048878,0.030873,0.341611
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,22,1.000000,0.000000,0.292499,0.849422,0.268137,0.424994,0.641436,0.422114,0.324744,0.508674,0.051737,0.638216,0.364771
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,23,1.000000,0.000000,0.293447,0.825181,0.267267,0.399033,0.645797,0.407568,0.292670,0.498515,0.045213,0.648855,0.305527
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,24,1.000000,0.000000,0.301768,0.881387,0.281536,0.443807,0.640651,0.434027,0.315487,0.475250,0.048939,0.622572,0.349359
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,25,1.000000,1.000000,0.306927,0.860760,0.296347,0.429557,0.629367,0.419194,0.295434,0.475566,0.048011,0.006153,0.324058
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,26,1.000000,0.000000,0.289699,0.852648,0.275801,0.404867,0.641165,0.420086,0.312335,0.475987,0.048271,0.639512,0.338061
0,low_signal_high_risk_shift,fragile_reaching,minus_human_burden_model,27,0.000000,0.000000,0.275067,0.834231,0.270147,0.409786,0.656120,0.403326,0.303975,0.487005,0.048951,-0.349223,0.348124
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,0,0.000000,1.000000,0.330612,0.695607,0.289875,0.573483,0.620576,0.391463,0.296316,0.485252,0.069708,-0.974297,0.326923
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,1,0.000000,0.000000,0.293462,0.673867,0.294772,0.513315,0.614340,0.391302,0.295763,0.480786,0.079537,-0.333838,0.316903
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,2,1.000000,0.000000,0.333944,0.695057,0.304191,0.525024,0.614000,0.389574,0.295922,0.462295,0.070826,0.648189,0.325002
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,3,0.000000,0.000000,0.299388,0.683294,0.291137,0.534868,0.599819,0.393874,0.297837,0.465398,0.077655,-0.341006,0.348971
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,4,0.000000,0.000000,0.304864,0.691383,0.295684,0.561968,0.618967,0.384668,0.288143,0.483128,0.068322,-0.345843,0.318310
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,5,1.000000,0.000000,0.320022,0.648588,0.274476,0.563424,0.611971,0.383980,0.299999,0.474013,0.080558,0.663366,0.332835
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,6,1.000000,0.000000,0.276825,0.672098,0.291635,0.515341,0.630576,0.381392,0.297798,0.476959,0.072166,0.673294,0.315236
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,7,0.000000,0.000000,0.300182,0.631623,0.258119,0.504802,0.628823,0.380086,0.287506,0.479369,0.086630,-0.316213,0.321308
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,8,1.000000,0.000000,0.337830,0.708564,0.294198,0.563929,0.627099,0.370281,0.297731,0.445766,0.069931,0.643884,0.336325
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,9,0.000000,0.000000,0.306034,0.698265,0.298115,0.546040,0.620365,0.397197,0.282496,0.467761,0.065029,-0.347406,0.306765
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,10,0.000000,0.000000,0.321460,0.665913,0.282649,0.564733,0.601857,0.388941,0.293752,0.482777,0.079711,-0.343921,0.325436
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,11,0.000000,0.000000,0.311000,0.682354,0.282469,0.528938,0.594540,0.385596,0.282486,0.474153,0.074339,-0.341179,0.320000
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,12,1.000000,0.000000,0.283787,0.664578,0.269880,0.487129,0.619954,0.384063,0.265550,0.503705,0.076739,0.679108,0.308367
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,13,1.000000,0.000000,0.326284,0.677600,0.290264,0.560326,0.606815,0.401543,0.297272,0.472729,0.079868,0.650515,0.348552
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,14,0.000000,0.000000,0.297198,0.680544,0.254518,0.526394,0.618907,0.401100,0.289550,0.493485,0.075437,-0.332118,0.334151
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,15,0.000000,0.000000,0.313569,0.681751,0.307172,0.523477,0.608584,0.389201,0.303775,0.464130,0.076240,-0.344211,0.337398
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,16,0.000000,1.000000,0.308756,0.691363,0.280174,0.532872,0.602436,0.392149,0.282189,0.443208,0.075128,-0.962909,0.349760
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,17,1.000000,0.000000,0.320959,0.705088,0.305859,0.543681,0.597348,0.392372,0.273561,0.474014,0.073052,0.644911,0.325265
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,18,0.000000,0.000000,0.315464,0.710127,0.287226,0.557512,0.619319,0.392831,0.273047,0.470247,0.067913,-0.351892,0.312986
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,19,1.000000,0.000000,0.314496,0.704677,0.271586,0.547128,0.636160,0.396606,0.286772,0.458780,0.069597,0.654376,0.313315
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,20,1.000000,0.000000,0.301673,0.674801,0.289482,0.549035,0.604938,0.383700,0.275985,0.468431,0.073563,0.660453,0.312188
0,low_signal_high_risk_shift,fragile_reaching,minus_handoff_hysteresis,21,0.000000,1.000000,0.305840,0.677995,0.274002,0.543823,0.598567,0.386801,0.295092,0.471414,0.080669,-0.959073,0.340996
